TenantId,TimeGenerated [UTC],IncidentName,Title,Description,Severity,Status,Classification,ClassificationComment,ClassificationReason,Owner,ProviderName,ProviderIncidentId,FirstActivityTime [UTC],LastActivityTime [UTC],FirstModifiedTime [UTC],LastModifiedTime [UTC],CreatedTime [UTC],ClosedTime [UTC],IncidentNumber,RelatedAnalyticRuleIds,AlertIds,BookmarkIds,Comments,Tasks,Labels,IncidentUrl,AdditionalData,ModifiedBy,SourceSystem,Type
588425b3-eff6-47d3-9f65-19df6af4d76a,"11/02/2026, 09:53:01.001",67b805ea-7cbb-40a9-b506-ec8edbd5a0ce,DLP policy (Adaptive Protection policy for Endpoint DLP) matched for document (WastedetailPage_20260211_111441.xlsx) in a device,,Informational,Closed,BenignPositive,"The alert logic rightfully exhibited some suspicious characteristics or matched certain indicators of a potential threat, but the activity was anticipated or known to be part of normal or authorised operations within the system or network.  - Ticket ID: 597623",SuspiciousButExpected,"{""objectId"":null,""email"":null,""assignedTo"":null,""userPrincipalName"":null}",Microsoft XDR,324229,"11/02/2026, 09:30:08.440","11/02/2026, 09:30:08.440","11/02/2026, 09:51:05.505","11/02/2026, 09:53:01.001","11/02/2026, 09:30:08.440","11/02/2026, 09:49:50.889",61638,[],[],[],"[{""message"":""example-client XDR conducted an analysis and determined that the incident was a false positive. No further action is required. - The alert logic rightfully exhibited some suspicious characteristics or matched certain indicators of a potential threat, but the activity was anticipated or known to be part of normal or authorised operations within the system or network.  - Ticket ID: 597623"",""createdTimeUtc"":""2026-02-11T09:51:04.8263095Z"",""lastModifiedTimeUtc"":""2026-02-11T09:51:04.8263095Z"",""author"":{""objectId"":""6fd1fcf8-dfb0-4b73-b061-4274dfe76d2f"",""email"":null,""name"":""Comment created from external application - Cybersecurity_Sentinel"",""userPrincipalName"":null}}]",[],"[{""labelName"":""Redirected"",""labelType"":""AutoAssigned""}]",https://portal.azure.com/#asset/Microsoft_Azure_Security_Insights/Incident/subscriptions/de406138-d4f3-4dd0-9079-7cf6ddfc24b6/resourceGroups/RG-Sentinel-Globeleq/providers/Microsoft.OperationalInsights/workspaces/WS-Sentinel-Globeleq/providers/Microsoft.SecurityInsights/Incidents/67b805ea-7cbb-40a9-b506-ec8edbd5a0ce,"{""alertsCount"":0,""bookmarksCount"":0,""commentsCount"":1,""alertProductNames"":[],""tactics"":[],""techniques"":[],""providerIncidentUrl"":""https://security.microsoft.com/incident2/324229/overview?tid=02ab0609-92cd-4428-b848-af9d57e1a882""}",External application - Cybersecurity_Sentinel,Azure,SecurityIncident
588425b3-eff6-47d3-9f65-19df6af4d76a,"11/02/2026, 11:01:49.858",2a54fa06-3b10-49bf-b618-9899bdbfd4db,DLP policy (Adaptive Protection policy for Endpoint DLP) matched for document (WastedetailPage_20260211_115206.xlsx) in a device,,Informational,Closed,BenignPositive,"The alert logic rightfully exhibited some suspicious characteristics or matched certain indicators of a potential threat, but the activity was anticipated or known to be part of normal or authorised operations within the system or network.  - Ticket ID: 597662",SuspiciousButExpected,"{""objectId"":null,""email"":null,""assignedTo"":null,""userPrincipalName"":null}",Microsoft XDR,324242,"11/02/2026, 10:06:00.000","11/02/2026, 10:07:00.000","11/02/2026, 10:55:51.085","11/02/2026, 11:01:49.858","11/02/2026, 10:11:17.770","11/02/2026, 10:55:59.810",61652,[],"[""cf498ec3-bd72-28c3-1427-addabe47677a""]",[],"[{""message"":""example-client XDR conducted an analysis and determined that the incident was a false positive. No further action is required. - The alert logic rightfully exhibited some suspicious characteristics or matched certain indicators of a potential threat, but the activity was anticipated or known to be part of normal or authorised operations within the system or network.  - Ticket ID: 597662"",""createdTimeUtc"":""2026-02-11T10:55:50.3941677Z"",""lastModifiedTimeUtc"":""2026-02-11T10:55:50.3941677Z"",""author"":{""objectId"":""6fd1fcf8-dfb0-4b73-b061-4274dfe76d2f"",""email"":null,""name"":""Comment created from external application - Cybersecurity_Sentinel"",""userPrincipalName"":null}}]",[],[],https://portal.azure.com/#asset/Microsoft_Azure_Security_Insights/Incident/subscriptions/de406138-d4f3-4dd0-9079-7cf6ddfc24b6/resourceGroups/RG-Sentinel-Globeleq/providers/Microsoft.OperationalInsights/workspaces/WS-Sentinel-Globeleq/providers/Microsoft.SecurityInsights/Incidents/2a54fa06-3b10-49bf-b618-9899bdbfd4db,"{""alertsCount"":1,""bookmarksCount"":0,""commentsCount"":1,""alertProductNames"":[""Microsoft Data Loss Prevention""],""tactics"":[""Exfiltration""],""techniques"":[],""providerIncidentUrl"":""https://security.microsoft.com/incident2/324242/overview?tid=02ab0609-92cd-4428-b848-af9d57e1a882""}",External application - Cybersecurity_Sentinel,Azure,SecurityIncident
588425b3-eff6-47d3-9f65-19df6af4d76a,"11/02/2026, 09:51:42.970",04e47563-9630-4fa8-b426-1049ecda6d99,DLP policy (Adaptive Protection policy for Endpoint DLP) matched for document (WastedetailPage_20260211_110304.xlsx) in a device,,Informational,Closed,BenignPositive,"The alert logic rightfully exhibited some suspicious characteristics or matched certain indicators of a potential threat, but the activity was anticipated or known to be part of normal or authorised operations within the system or network.  - Ticket ID: 597623",SuspiciousButExpected,"{""objectId"":null,""email"":null,""assignedTo"":null,""userPrincipalName"":null}",Microsoft XDR,324232,"11/02/2026, 09:42:46.946","11/02/2026, 09:42:46.946","11/02/2026, 09:51:29.845","11/02/2026, 09:51:42.970","11/02/2026, 09:42:46.946","11/02/2026, 09:49:48.908",61641,[],[],[],"[{""message"":""example-client XDR conducted an analysis and determined that the incident was a false positive. No further action is required. - The alert logic rightfully exhibited some suspicious characteristics or matched certain indicators of a potential threat, but the activity was anticipated or known to be part of normal or authorised operations within the system or network.  - Ticket ID: 597623"",""createdTimeUtc"":""2026-02-11T09:51:29.0537497Z"",""lastModifiedTimeUtc"":""2026-02-11T09:51:29.0537497Z"",""author"":{""objectId"":""6fd1fcf8-dfb0-4b73-b061-4274dfe76d2f"",""email"":null,""name"":""Comment created from external application - Cybersecurity_Sentinel"",""userPrincipalName"":null}}]",[],"[{""labelName"":""Redirected"",""labelType"":""AutoAssigned""}]",https://portal.azure.com/#asset/Microsoft_Azure_Security_Insights/Incident/subscriptions/de406138-d4f3-4dd0-9079-7cf6ddfc24b6/resourceGroups/RG-Sentinel-Globeleq/providers/Microsoft.OperationalInsights/workspaces/WS-Sentinel-Globeleq/providers/Microsoft.SecurityInsights/Incidents/04e47563-9630-4fa8-b426-1049ecda6d99,"{""alertsCount"":0,""bookmarksCount"":0,""commentsCount"":1,""alertProductNames"":[],""tactics"":[],""techniques"":[],""providerIncidentUrl"":""https://security.microsoft.com/incident2/324232/overview?tid=02ab0609-92cd-4428-b848-af9d57e1a882""}",External application - Cybersecurity_Sentinel,Azure,SecurityIncident
588425b3-eff6-47d3-9f65-19df6af4d76a,"11/02/2026, 09:55:52.499",04e47563-9630-4fa8-b426-1049ecda6d99,DLP policy (Adaptive Protection policy for Endpoint DLP) matched for document (WastedetailPage_20260211_110304.xlsx) in a device,,Informational,Closed,BenignPositive,"The alert logic rightfully exhibited some suspicious characteristics or matched certain indicators of a potential threat, but the activity was anticipated or known to be part of normal or authorised operations within the system or network.  - Ticket ID: 597623",SuspiciousButExpected,"{""objectId"":null,""email"":null,""assignedTo"":null,""userPrincipalName"":null}",Microsoft XDR,324232,"11/02/2026, 09:42:46.946","11/02/2026, 09:42:46.946","11/02/2026, 09:51:29.845","11/02/2026, 09:55:52.499","11/02/2026, 09:42:46.946","11/02/2026, 09:49:48.908",61641,[],[],[],"[{""message"":""example-client XDR conducted an analysis and determined that the incident was a false positive. No further action is required. - The alert logic rightfully exhibited some suspicious characteristics or matched certain indicators of a potential threat, but the activity was anticipated or known to be part of normal or authorised operations within the system or network.  - Ticket ID: 597623"",""createdTimeUtc"":""2026-02-11T09:51:29.0537497Z"",""lastModifiedTimeUtc"":""2026-02-11T09:51:29.0537497Z"",""author"":{""objectId"":""6fd1fcf8-dfb0-4b73-b061-4274dfe76d2f"",""email"":null,""name"":""Comment created from external application - Cybersecurity_Sentinel"",""userPrincipalName"":null}}]",[],"[{""labelName"":""Redirected"",""labelType"":""AutoAssigned""}]",https://portal.azure.com/#asset/Microsoft_Azure_Security_Insights/Incident/subscriptions/de406138-d4f3-4dd0-9079-7cf6ddfc24b6/resourceGroups/RG-Sentinel-Globeleq/providers/Microsoft.OperationalInsights/workspaces/WS-Sentinel-Globeleq/providers/Microsoft.SecurityInsights/Incidents/04e47563-9630-4fa8-b426-1049ecda6d99,"{""alertsCount"":0,""bookmarksCount"":0,""commentsCount"":1,""alertProductNames"":[],""tactics"":[],""techniques"":[],""providerIncidentUrl"":""https://security.microsoft.com/incident2/324232/overview?tid=02ab0609-92cd-4428-b848-af9d57e1a882""}",External application - Cybersecurity_Sentinel,Azure,SecurityIncident
588425b3-eff6-47d3-9f65-19df6af4d76a,"11/02/2026, 09:49:48.908",ff15bfb4-2940-4168-84aa-33c6497e0034,DLP policy (Adaptive Protection policy for Endpoint DLP) matched for document (WastedetailPage_20260211_111441.xlsx) in a device,,Informational,Closed,Undetermined,,,"{""objectId"":null,""email"":null,""assignedTo"":null,""userPrincipalName"":null}",Microsoft XDR,324226,"11/02/2026, 09:21:46.633","11/02/2026, 09:21:46.633",,"11/02/2026, 09:49:48.908","11/02/2026, 09:21:46.633","11/02/2026, 09:49:48.907",61635,[],[],[],[],[],"[{""labelName"":""Redirected"",""labelType"":""AutoAssigned""}]",https://portal.azure.com/#asset/Microsoft_Azure_Security_Insights/Incident/subscriptions/de406138-d4f3-4dd0-9079-7cf6ddfc24b6/resourceGroups/RG-Sentinel-Globeleq/providers/Microsoft.OperationalInsights/workspaces/WS-Sentinel-Globeleq/providers/Microsoft.SecurityInsights/Incidents/ff15bfb4-2940-4168-84aa-33c6497e0034,"{""alertsCount"":0,""bookmarksCount"":0,""commentsCount"":0,""alertProductNames"":[],""tactics"":[],""techniques"":[],""providerIncidentUrl"":""https://security.microsoft.com/incident2/324226/overview?tid=02ab0609-92cd-4428-b848-af9d57e1a882""}",Microsoft Defender XDR - alert correlation,Azure,SecurityIncident
588425b3-eff6-47d3-9f65-19df6af4d76a,"11/02/2026, 09:51:07.984",67b805ea-7cbb-40a9-b506-ec8edbd5a0ce,DLP policy (Adaptive Protection policy for Endpoint DLP) matched for document (WastedetailPage_20260211_111441.xlsx) in a device,,Informational,Closed,Undetermined,,,"{""objectId"":null,""email"":null,""assignedTo"":null,""userPrincipalName"":null}",Microsoft XDR,324229,"11/02/2026, 09:30:08.440","11/02/2026, 09:30:08.440","11/02/2026, 09:51:05.505","11/02/2026, 09:51:07.984","11/02/2026, 09:30:08.440","11/02/2026, 09:49:50.889",61638,[],[],[],"[{""message"":""example-client XDR conducted an analysis and determined that the incident was a false positive. No further action is required. - The alert logic rightfully exhibited some suspicious characteristics or matched certain indicators of a potential threat, but the activity was anticipated or known to be part of normal or authorised operations within the system or network.  - Ticket ID: 597623"",""createdTimeUtc"":""2026-02-11T09:51:04.8263095Z"",""lastModifiedTimeUtc"":""2026-02-11T09:51:04.8263095Z"",""author"":{""objectId"":""6fd1fcf8-dfb0-4b73-b061-4274dfe76d2f"",""email"":null,""name"":""Comment created from external application - Cybersecurity_Sentinel"",""userPrincipalName"":null}}]",[],"[{""labelName"":""Redirected"",""labelType"":""AutoAssigned""}]",https://portal.azure.com/#asset/Microsoft_Azure_Security_Insights/Incident/subscriptions/de406138-d4f3-4dd0-9079-7cf6ddfc24b6/resourceGroups/RG-Sentinel-Globeleq/providers/Microsoft.OperationalInsights/workspaces/WS-Sentinel-Globeleq/providers/Microsoft.SecurityInsights/Incidents/67b805ea-7cbb-40a9-b506-ec8edbd5a0ce,"{""alertsCount"":0,""bookmarksCount"":0,""commentsCount"":1,""alertProductNames"":[],""tactics"":[],""techniques"":[],""providerIncidentUrl"":""https://security.microsoft.com/incident2/324229/overview?tid=02ab0609-92cd-4428-b848-af9d57e1a882""}",External application - Cybersecurity_Sentinel,Azure,SecurityIncident
588425b3-eff6-47d3-9f65-19df6af4d76a,"11/02/2026, 09:51:45.029",04e47563-9630-4fa8-b426-1049ecda6d99,DLP policy (Adaptive Protection policy for Endpoint DLP) matched for document (WastedetailPage_20260211_110304.xlsx) in a device,,Informational,Closed,BenignPositive,"The alert logic rightfully exhibited some suspicious characteristics or matched certain indicators of a potential threat, but the activity was anticipated or known to be part of normal or authorised operations within the system or network.  - Ticket ID: 597623",SuspiciousButExpected,"{""objectId"":null,""email"":null,""assignedTo"":null,""userPrincipalName"":null}",Microsoft XDR,324232,"11/02/2026, 09:42:46.946","11/02/2026, 09:42:46.946","11/02/2026, 09:51:29.845","11/02/2026, 09:51:45.029","11/02/2026, 09:42:46.946","11/02/2026, 09:49:48.908",61641,[],[],[],"[{""message"":""example-client XDR conducted an analysis and determined that the incident was a false positive. No further action is required. - The alert logic rightfully exhibited some suspicious characteristics or matched certain indicators of a potential threat, but the activity was anticipated or known to be part of normal or authorised operations within the system or network.  - Ticket ID: 597623"",""createdTimeUtc"":""2026-02-11T09:51:29.0537497Z"",""lastModifiedTimeUtc"":""2026-02-11T09:51:29.0537497Z"",""author"":{""objectId"":""6fd1fcf8-dfb0-4b73-b061-4274dfe76d2f"",""email"":null,""name"":""Comment created from external application - Cybersecurity_Sentinel"",""userPrincipalName"":null}}]",[],"[{""labelName"":""Redirected"",""labelType"":""AutoAssigned""}]",https://portal.azure.com/#asset/Microsoft_Azure_Security_Insights/Incident/subscriptions/de406138-d4f3-4dd0-9079-7cf6ddfc24b6/resourceGroups/RG-Sentinel-Globeleq/providers/Microsoft.OperationalInsights/workspaces/WS-Sentinel-Globeleq/providers/Microsoft.SecurityInsights/Incidents/04e47563-9630-4fa8-b426-1049ecda6d99,"{""alertsCount"":0,""bookmarksCount"":0,""commentsCount"":1,""alertProductNames"":[],""tactics"":[],""techniques"":[],""providerIncidentUrl"":""https://security.microsoft.com/incident2/324232/overview?tid=02ab0609-92cd-4428-b848-af9d57e1a882""}",External application - Cybersecurity_Sentinel,Azure,SecurityIncident
588425b3-eff6-47d3-9f65-19df6af4d76a,"11/02/2026, 12:01:52.989",f2831e91-fefa-4b4e-8bc5-bf667d1dadaa,DLP policy (Adaptive Protection policy for Endpoint DLP) matched for document (WastedetailPage_20260211_111903.xlsx) in a device,,Informational,Closed,Undetermined,,,"{""objectId"":null,""email"":null,""assignedTo"":null,""userPrincipalName"":null}",Microsoft XDR,324243,"11/02/2026, 10:11:18.190","11/02/2026, 10:11:18.190",,"11/02/2026, 12:01:52.989","11/02/2026, 10:11:18.190","11/02/2026, 12:01:52.989",61651,[],[],[],[],[],"[{""labelName"":""Redirected"",""labelType"":""AutoAssigned""}]",https://portal.azure.com/#asset/Microsoft_Azure_Security_Insights/Incident/subscriptions/de406138-d4f3-4dd0-9079-7cf6ddfc24b6/resourceGroups/RG-Sentinel-Globeleq/providers/Microsoft.OperationalInsights/workspaces/WS-Sentinel-Globeleq/providers/Microsoft.SecurityInsights/Incidents/f2831e91-fefa-4b4e-8bc5-bf667d1dadaa,"{""alertsCount"":0,""bookmarksCount"":0,""commentsCount"":0,""alertProductNames"":[],""tactics"":[],""techniques"":[],""providerIncidentUrl"":""https://security.microsoft.com/incident2/324243/overview?tid=02ab0609-92cd-4428-b848-af9d57e1a882""}",Microsoft Defender XDR - alert correlation,Azure,SecurityIncident
588425b3-eff6-47d3-9f65-19df6af4d76a,"11/02/2026, 12:01:51.188",82dc55b6-3b87-4834-9c8f-1ba451d31b6f,DLP policy (Adaptive Protection policy for Endpoint DLP) matched for document (WastedetailPage_20260211_113547.xlsx) in a device,,Informational,Closed,Undetermined,,,"{""objectId"":null,""email"":null,""assignedTo"":null,""userPrincipalName"":null}",Microsoft XDR,324251,"11/02/2026, 11:56:26.860","11/02/2026, 11:56:26.860",,"11/02/2026, 12:01:51.188","11/02/2026, 11:56:26.860","11/02/2026, 12:01:51.188",61659,[],[],[],[],[],"[{""labelName"":""Redirected"",""labelType"":""AutoAssigned""}]",https://portal.azure.com/#asset/Microsoft_Azure_Security_Insights/Incident/subscriptions/de406138-d4f3-4dd0-9079-7cf6ddfc24b6/resourceGroups/RG-Sentinel-Globeleq/providers/Microsoft.OperationalInsights/workspaces/WS-Sentinel-Globeleq/providers/Microsoft.SecurityInsights/Incidents/82dc55b6-3b87-4834-9c8f-1ba451d31b6f,"{""alertsCount"":0,""bookmarksCount"":0,""commentsCount"":0,""alertProductNames"":[],""tactics"":[],""techniques"":[],""providerIncidentUrl"":""https://security.microsoft.com/incident2/324251/overview?tid=02ab0609-92cd-4428-b848-af9d57e1a882""}",Microsoft Defender XDR - alert correlation,Azure,SecurityIncident
588425b3-eff6-47d3-9f65-19df6af4d76a,"11/02/2026, 12:01:51.186",a835e3ea-d64f-4ce8-b7d1-f68352b02127,DLP policy (Adaptive Protection policy for Endpoint DLP) matched for document (WastedetailPage_20260211_111903.xlsx) in a device,,Informational,Closed,Undetermined,,,"{""objectId"":null,""email"":null,""assignedTo"":null,""userPrincipalName"":null}",Microsoft XDR,324234,"11/02/2026, 09:47:16.686","11/02/2026, 09:47:16.686",,"11/02/2026, 12:01:51.186","11/02/2026, 09:47:16.686","11/02/2026, 12:01:51.186",61643,[],[],[],[],[],"[{""labelName"":""Redirected"",""labelType"":""AutoAssigned""}]",https://portal.azure.com/#asset/Microsoft_Azure_Security_Insights/Incident/subscriptions/de406138-d4f3-4dd0-9079-7cf6ddfc24b6/resourceGroups/RG-Sentinel-Globeleq/providers/Microsoft.OperationalInsights/workspaces/WS-Sentinel-Globeleq/providers/Microsoft.SecurityInsights/Incidents/a835e3ea-d64f-4ce8-b7d1-f68352b02127,"{""alertsCount"":0,""bookmarksCount"":0,""commentsCount"":0,""alertProductNames"":[],""tactics"":[],""techniques"":[],""providerIncidentUrl"":""https://security.microsoft.com/incident2/324234/overview?tid=02ab0609-92cd-4428-b848-af9d57e1a882""}",Microsoft Defender XDR - alert correlation,Azure,SecurityIncident
588425b3-eff6-47d3-9f65-19df6af4d76a,"11/02/2026, 09:49:09.013",da3ca34d-8ea0-4458-a7e5-3c012361069a,DLP policy (Adaptive Protection policy for Endpoint DLP) matched for document (WastedetailPage_20260211_111903.xlsx) in a device,Duplicate,Informational,Closed,FalsePositive,,IncorrectAlertLogic,"{""objectId"":null,""email"":null,""assignedTo"":null,""userPrincipalName"":null}",Microsoft XDR,324230,"11/02/2026, 09:31:31.500","11/02/2026, 09:31:31.500","11/02/2026, 09:48:57.240","11/02/2026, 09:49:09.013","11/02/2026, 09:31:31.500","11/02/2026, 09:48:57.700",61639,[],[],[],"[{""message"":""example-client MDR conducted an analysis and determined that the incident was a false positive. No further action is required"",""createdTimeUtc"":""2026-02-11T09:48:56.5627712Z"",""lastModifiedTimeUtc"":""2026-02-11T09:48:56.5627712Z"",""author"":{""objectId"":""6fd1fcf8-dfb0-4b73-b061-4274dfe76d2f"",""email"":null,""name"":""Comment created from external application - Cybersecurity_Sentinel"",""userPrincipalName"":null}}]",[],"[{""labelName"":""Redirected"",""labelType"":""AutoAssigned""}]",https://portal.azure.com/#asset/Microsoft_Azure_Security_Insights/Incident/subscriptions/de406138-d4f3-4dd0-9079-7cf6ddfc24b6/resourceGroups/RG-Sentinel-Globeleq/providers/Microsoft.OperationalInsights/workspaces/WS-Sentinel-Globeleq/providers/Microsoft.SecurityInsights/Incidents/da3ca34d-8ea0-4458-a7e5-3c012361069a,"{""alertsCount"":0,""bookmarksCount"":0,""commentsCount"":1,""alertProductNames"":[],""tactics"":[],""techniques"":[],""providerIncidentUrl"":""https://security.microsoft.com/incident2/324230/overview?tid=02ab0609-92cd-4428-b848-af9d57e1a882""}",External application - Cybersecurity_Sentinel,Azure,SecurityIncident
588425b3-eff6-47d3-9f65-19df6af4d76a,"11/02/2026, 12:01:51.189",48d0fe91-4a80-4fdb-997d-eee1019b2902,DLP policy (Adaptive Protection policy for Endpoint DLP) matched for document (WastedetailPage_20260211_111441.xlsx) in a device,,Informational,Closed,Undetermined,,,"{""objectId"":null,""email"":null,""assignedTo"":null,""userPrincipalName"":null}",Microsoft XDR,324252,"11/02/2026, 11:56:28.003","11/02/2026, 11:56:28.003",,"11/02/2026, 12:01:51.189","11/02/2026, 11:56:28.003","11/02/2026, 12:01:51.189",61660,[],[],[],[],[],"[{""labelName"":""Redirected"",""labelType"":""AutoAssigned""}]",https://portal.azure.com/#asset/Microsoft_Azure_Security_Insights/Incident/subscriptions/de406138-d4f3-4dd0-9079-7cf6ddfc24b6/resourceGroups/RG-Sentinel-Globeleq/providers/Microsoft.OperationalInsights/workspaces/WS-Sentinel-Globeleq/providers/Microsoft.SecurityInsights/Incidents/48d0fe91-4a80-4fdb-997d-eee1019b2902,"{""alertsCount"":0,""bookmarksCount"":0,""commentsCount"":0,""alertProductNames"":[],""tactics"":[],""techniques"":[],""providerIncidentUrl"":""https://security.microsoft.com/incident2/324252/overview?tid=02ab0609-92cd-4428-b848-af9d57e1a882""}",Microsoft Defender XDR - alert correlation,Azure,SecurityIncident
588425b3-eff6-47d3-9f65-19df6af4d76a,"11/02/2026, 09:51:15.736",67b805ea-7cbb-40a9-b506-ec8edbd5a0ce,DLP policy (Adaptive Protection policy for Endpoint DLP) matched for document (WastedetailPage_20260211_111441.xlsx) in a device,,Informational,Closed,BenignPositive,"The alert logic rightfully exhibited some suspicious characteristics or matched certain indicators of a potential threat, but the activity was anticipated or known to be part of normal or authorised operations within the system or network.  - Ticket ID: 597623",SuspiciousButExpected,"{""objectId"":null,""email"":null,""assignedTo"":null,""userPrincipalName"":null}",Microsoft XDR,324229,"11/02/2026, 09:30:08.440","11/02/2026, 09:30:08.440","11/02/2026, 09:51:05.505","11/02/2026, 09:51:15.736","11/02/2026, 09:30:08.440","11/02/2026, 09:49:50.889",61638,[],[],[],"[{""message"":""example-client XDR conducted an analysis and determined that the incident was a false positive. No further action is required. - The alert logic rightfully exhibited some suspicious characteristics or matched certain indicators of a potential threat, but the activity was anticipated or known to be part of normal or authorised operations within the system or network.  - Ticket ID: 597623"",""createdTimeUtc"":""2026-02-11T09:51:04.8263095Z"",""lastModifiedTimeUtc"":""2026-02-11T09:51:04.8263095Z"",""author"":{""objectId"":""6fd1fcf8-dfb0-4b73-b061-4274dfe76d2f"",""email"":null,""name"":""Comment created from external application - Cybersecurity_Sentinel"",""userPrincipalName"":null}}]",[],"[{""labelName"":""Redirected"",""labelType"":""AutoAssigned""}]",https://portal.azure.com/#asset/Microsoft_Azure_Security_Insights/Incident/subscriptions/de406138-d4f3-4dd0-9079-7cf6ddfc24b6/resourceGroups/RG-Sentinel-Globeleq/providers/Microsoft.OperationalInsights/workspaces/WS-Sentinel-Globeleq/providers/Microsoft.SecurityInsights/Incidents/67b805ea-7cbb-40a9-b506-ec8edbd5a0ce,"{""alertsCount"":0,""bookmarksCount"":0,""commentsCount"":1,""alertProductNames"":[],""tactics"":[],""techniques"":[],""providerIncidentUrl"":""https://security.microsoft.com/incident2/324229/overview?tid=02ab0609-92cd-4428-b848-af9d57e1a882""}",External application - Cybersecurity_Sentinel,Azure,SecurityIncident
588425b3-eff6-47d3-9f65-19df6af4d76a,"11/02/2026, 09:53:01.616",9ade4fa3-6db6-4e6e-a064-7fafe6759bfb,DLP policy (Adaptive Protection policy for Endpoint DLP) matched for document (IPP Due Diligence Audit 2025.pdf) in a device,Duplicate,Informational,Closed,FalsePositive,,IncorrectAlertLogic,"{""objectId"":null,""email"":null,""assignedTo"":null,""userPrincipalName"":null}",Microsoft XDR,324219,"11/02/2026, 08:22:32.773","11/02/2026, 08:22:32.773","11/02/2026, 09:49:45.023","11/02/2026, 09:53:01.616","11/02/2026, 08:22:32.773","11/02/2026, 08:46:51.268",61630,[],[],[],"[{""message"":""example-client MDR conducted an analysis and determined that the incident was a false positive. No further action is required"",""createdTimeUtc"":""2026-02-11T09:49:44.3482955Z"",""lastModifiedTimeUtc"":""2026-02-11T09:49:44.3482955Z"",""author"":{""objectId"":""6fd1fcf8-dfb0-4b73-b061-4274dfe76d2f"",""email"":null,""name"":""Comment created from external application - Cybersecurity_Sentinel"",""userPrincipalName"":null}}]",[],"[{""labelName"":""Redirected"",""labelType"":""AutoAssigned""}]",https://portal.azure.com/#asset/Microsoft_Azure_Security_Insights/Incident/subscriptions/de406138-d4f3-4dd0-9079-7cf6ddfc24b6/resourceGroups/RG-Sentinel-Globeleq/providers/Microsoft.OperationalInsights/workspaces/WS-Sentinel-Globeleq/providers/Microsoft.SecurityInsights/Incidents/9ade4fa3-6db6-4e6e-a064-7fafe6759bfb,"{""alertsCount"":0,""bookmarksCount"":0,""commentsCount"":1,""alertProductNames"":[],""tactics"":[],""techniques"":[],""providerIncidentUrl"":""https://security.microsoft.com/incident2/324219/overview?tid=02ab0609-92cd-4428-b848-af9d57e1a882""}",External application - Cybersecurity_Sentinel,Azure,SecurityIncident
588425b3-eff6-47d3-9f65-19df6af4d76a,"11/02/2026, 10:19:53.375",f1bd2bbb-a22e-45fe-a4bc-327a466915a2,DLP policy (Adaptive Protection policy for Endpoint DLP) matched for document (WastedetailPage_20260211_115206.xlsx) in a device,Duplicate,Informational,Closed,FalsePositive,,IncorrectAlertLogic,"{""objectId"":null,""email"":null,""assignedTo"":null,""userPrincipalName"":null}",Microsoft XDR,324240,"11/02/2026, 10:01:00.000","11/02/2026, 10:02:00.000","11/02/2026, 10:15:23.630","11/02/2026, 10:19:53.375","11/02/2026, 10:07:33.143","11/02/2026, 10:15:34.658",61649,[],"[""26a8b0af-06ad-d516-8c74-af5b0c6f3d76""]",[],"[{""message"":""example-client MDR conducted an analysis and determined that the incident was a false positive. No further action is required"",""createdTimeUtc"":""2026-02-11T10:15:22.9492621Z"",""lastModifiedTimeUtc"":""2026-02-11T10:15:22.9492621Z"",""author"":{""objectId"":""6fd1fcf8-dfb0-4b73-b061-4274dfe76d2f"",""email"":null,""name"":""Comment created from external application - Cybersecurity_Sentinel"",""userPrincipalName"":null}}]",[],[],https://portal.azure.com/#asset/Microsoft_Azure_Security_Insights/Incident/subscriptions/de406138-d4f3-4dd0-9079-7cf6ddfc24b6/resourceGroups/RG-Sentinel-Globeleq/providers/Microsoft.OperationalInsights/workspaces/WS-Sentinel-Globeleq/providers/Microsoft.SecurityInsights/Incidents/f1bd2bbb-a22e-45fe-a4bc-327a466915a2,"{""alertsCount"":1,""bookmarksCount"":0,""commentsCount"":1,""alertProductNames"":[""Microsoft Data Loss Prevention""],""tactics"":[""Exfiltration""],""techniques"":[],""providerIncidentUrl"":""https://security.microsoft.com/incident2/324240/overview?tid=02ab0609-92cd-4428-b848-af9d57e1a882""}",External application - Cybersecurity_Sentinel,Azure,SecurityIncident
